recipient_id,customer_id,campaign_id,response_status,response_date
61,505,1,Signed up,2023-07-25 15:36:25.121214
62,505,1,Unsubscribed,2023-12-22 06:29:11.981496
63,449,1,Signed up,2024-01-04 01:39:20.233128
64,449,1,Unsubscribed,2024-01-07 16:11:00.864588
65,591,1,Signed up,2023-10-27 06:32:35.774669
66,591,1,Unsubscribed,2023-11-22 07:27:00.908552
67,228,1,Signed up,2023-08-24 10:47:49.352444
68,228,1,Participated,2023-08-31 10:49:44.381773
69,228,1,Participated,2023-09-06 13:07:54.241414
70,228,1,Unsubscribed,2023-09-21 21:37:46.090830
71,276,1,Signed up,2023-08-22 22:21:08.451389
72,276,1,Participated,2023-10-24 00:24:32.609128
73,276,1,Participated,2023-12-04 13:30:46.887639
74,276,1,Unsubscribed,2024-01-07 00:04:52.814880
75,216,1,Signed up,2023-11-15 15:12:08.250721
76,216,1,Unsubscribed,2023-11-27 04:59:30.856847
77,671,1,Signed up,2023-11-17 21:25:03.092113
78,671,1,Unsubscribed,2023-12-23 10:29:49.695442
79,607,1,Signed up,2023-11-07 10:40:28.855046
80,607,1,Participated,2024-01-03 20:11:51.167625
81,607,1,Unsubscribed,2024-01-04 22:03:24.200367
82,596,1,Signed up,2023-12-10 16:19:36.061673
83,596,1,Participated,2023-12-16 12:21:42.405480
84,596,1,Participated,2023-12-26 14:22:46.954237
85,596,1,Unsubscribed,2023-12-28 15:22:08.706285
86,884,1,Signed up,2023-11-01 12:20:00.988789
87,884,1,Unsubscribed,2024-01-01 02:32:04.345916
88,667,1,Signed up,2023-10-28 05:26:04.600491
89,667,1,Participated,2023-11-02 21:24:49.243348
90,667,1,Participated,2023-11-06 08:40:20.990162
91,667,1,Participated,2023-12-06 03:09:31.781271
92,667,1,Unsubscribed,2023-12-15 23:21:46.579520
93,699,1,Signed up,2023-08-13 19:54:53.255100
94,699,1,Participated,2024-01-04 23:19:47.578987
95,699,1,Unsubscribed,2024-01-05 15:30:58.534906
96,863,1,Signed up,2024-01-03 21:23:10.200088
97,863,1,Unsubscribed,2024-01-07 08:36:12.149707
98,310,1,Signed up,2023-10-27 22:20:22.081174
99,310,1,Participated,2023-12-13 09:10:34.852133
100,310,1,Unsubscribed,2024-01-03 01:12:35.984096
101,813,1,Signed up,2023-11-07 06:46:08.290521
102,813,1,Unsubscribed,2023-12-17 22:34:24.853220
103,364,1,Signed up,2023-11-03 23:13:48.547084
104,364,1,Unsubscribed,2023-11-04 02:01:07.143290
105,788,1,Signed up,2023-12-10 06:37:08.834766
106,788,1,Participated,2023-12-31 04:02:42.738666
107,788,1,Participated,2024-01-04 18:04:15.678322
108,788,1,Unsubscribed,2024-01-06 10:49:36.581712
109,398,1,Signed up,2023-07-23 01:26:54.813850
110,398,1,Participated,2024-01-06 01:22:37.437318
111,398,1,Unsubscribed,2024-01-07 06:08:36.984469
112,790,1,Signed up,2023-12-01 20:00:44.865638
113,790,1,Participated,2024-01-04 15:59:53.326835
114,790,1,Participated,2024-01-07 08:53:01.267495
115,790,1,Unsubscribed,2024-01-07 09:45:31.019542
116,638,1,Signed up,2023-08-10 11:04:12.175012
117,638,1,Unsubscribed,2023-08-30 07:00:47.747998
118,191,1,Signed up,2023-08-21 21:26:57.613471
119,191,1,Unsubscribed,2023-09-20 03:43:16.379552
120,914,1,Signed up,2023-11-04 19:30:18.452558
121,914,1,Participated,2023-12-10 16:23:00.817257
122,914,1,Participated,2023-12-19 02:02:17.865576
123,914,1,Unsubscribed,2024-01-01 13:17:54.029113
124,839,1,Signed up,2023-08-22 13:39:53.900150
125,839,1,Participated,2024-01-02 05:56:41.269211
126,839,1,Participated,2024-01-06 16:31:47.434838
127,839,1,Participated,2024-01-07 06:36:40.147505
128,839,1,Unsubscribed,2024-01-08 12:22:00.874087
129,104,1,Signed up,2023-10-25 17:14:26.092726
130,104,1,Participated,2023-11-12 14:19:40.017530
131,104,1,Participated,2024-01-06 11:02:46.506013
132,104,1,Unsubscribed,2024-01-06 21:54:52.729241
133,584,1,Signed up,2023-12-18 11:05:00.713875
134,584,1,Participated,2024-01-01 02:10:09.736655
135,584,1,Unsubscribed,2024-01-07 03:04:32.845102
136,904,1,Signed up,2023-11-02 05:27:28.652100
137,904,1,Participated,2023-11-17 03:54:06.101303
138,904,1,Participated,2023-12-08 19:38:08.388288
139,904,1,Unsubscribed,2023-12-20 02:33:27.086804
140,789,1,Signed up,2023-09-24 00:53:41.559651
141,789,1,Unsubscribed,2023-12-17 07:02:43.896027
142,56,1,Signed up,2023-09-09 15:09:35.545998
143,56,1,Unsubscribed,2024-01-05 17:36:57.866444
144,852,1,Signed up,2023-08-03 09:38:35.050375
145,852,1,Unsubscribed,2023-12-11 21:43:25.535203
146,756,1,Signed up,2023-09-22 19:47:52.423005
147,756,1,Unsubscribed,2023-12-17 04:36:49.721446
148,643,1,Signed up,2023-08-23 22:51:45.795441
149,643,1,Participated,2023-12-08 14:41:20.496581
150,643,1,Participated,2023-12-21 21:13:55.719122
151,643,1,Unsubscribed,2023-12-30 05:55:09.904227
152,339,1,Signed up,2023-08-01 03:03:35.622055
153,339,1,Participated,2024-01-02 11:27:17.807005
154,339,1,Participated,2024-01-04 14:32:22.170289
155,339,1,Unsubscribed,2024-01-06 09:39:53.352710
156,311,1,Signed up,2024-01-03 00:57:00.451099
157,311,1,Unsubscribed,2024-01-07 13:59:52.057927
158,81,1,Signed up,2023-12-05 14:27:18.027310
159,81,1,Participated,2023-12-26 17:55:30.082080
160,81,1,Participated,2024-01-02 05:12:56.559393
161,81,1,Unsubscribed,2024-01-08 16:14:50.503969
162,257,1,Signed up,2023-09-18 17:49:47.122361
163,257,1,Unsubscribed,2023-11-06 23:31:17.308029
164,247,1,Signed up,2023-09-11 17:47:13.908774
165,247,1,Unsubscribed,2023-10-11 04:53:58.649153
166,229,1,Signed up,2023-07-24 02:33:01.192262
167,229,1,Unsubscribed,2023-08-04 15:00:38.307819
168,294,1,Signed up,2023-10-27 06:29:04.723130
169,294,1,Participated,2023-12-29 16:53:24.797992
170,294,1,Unsubscribed,2023-12-30 12:37:34.498610
171,127,1,Signed up,2023-09-23 23:40:33.684785
172,127,1,Unsubscribed,2023-09-27 09:13:01.095105
173,781,1,Signed up,2023-09-02 03:34:37.628864
174,781,1,Unsubscribed,2023-11-29 18:16:52.938649
175,79,1,Signed up,2023-10-23 00:08:19.844220
176,79,1,Participated,2023-11-13 12:07:22.783000
177,79,1,Unsubscribed,2024-01-05 13:08:52.721076
178,328,1,Signed up,2023-08-02 12:18:20.549273
179,328,1,Participated,2023-11-20 19:50:57.573274
180,328,1,Participated,2023-12-27 20:43:42.533524
181,328,1,Participated,2023-12-29 00:22:54.167936
182,328,1,Participated,2024-01-04 03:22:18.393724
183,328,1,Unsubscribed,2024-01-04 08:39:49.641194
184,15,1,Signed up,2023-10-27 14:22:50.243689
185,15,1,Unsubscribed,2023-11-30 05:33:20.314148
186,269,1,Signed up,2023-07-29 12:06:46.604497
187,269,1,Participated,2023-12-03 17:07:46.513104
188,269,1,Unsubscribed,2023-12-16 22:54:25.043922
189,556,1,Signed up,2023-10-15 02:38:43.338880
190,556,1,Unsubscribed,2023-10-17 05:27:06.669777
191,769,1,Signed up,2023-10-16 07:07:59.527875
192,769,1,Unsubscribed,2023-12-02 10:27:08.042401
193,585,1,Signed up,2023-09-20 22:27:14.150401
194,585,1,Unsubscribed,2023-10-25 08:57:28.094477
195,892,1,Signed up,2023-07-24 06:09:06.235620
196,892,1,Participated,2023-08-21 22:25:27.820119
197,892,1,Unsubscribed,2023-11-09 02:56:55.308553
198,717,1,Signed up,2023-09-07 01:35:46.723846
199,717,1,Participated,2023-12-04 13:52:09.416420
200,717,1,Participated,2023-12-20 21:35:04.969989
201,717,1,Unsubscribed,2023-12-30 19:21:18.848156
202,992,1,Signed up,2024-01-02 13:47:14.658598
203,992,1,Participated,2024-01-04 04:46:39.515563
204,992,1,Unsubscribed,2024-01-07 10:20:05.413003
205,87,1,Signed up,2023-09-01 07:36:22.932729
206,87,1,Unsubscribed,2024-01-08 12:08:51.880545
207,860,1,Signed up,2023-11-01 23:03:00.893696
208,860,1,Participated,2023-12-04 14:55:28.702987
209,860,1,Unsubscribed,2023-12-30 10:20:20.695713
210,878,1,Signed up,2023-07-23 02:10:26.969192
211,878,1,Participated,2023-08-04 02:33:07.034300
212,878,1,Participated,2023-10-16 14:22:38.753216
213,878,1,Participated,2023-10-28 04:40:14.392516
214,878,1,Participated,2023-12-28 16:17:32.197327
215,878,1,Unsubscribed,2024-01-08 07:49:27.013406
216,510,1,Signed up,2023-10-24 10:05:43.504262
217,510,1,Unsubscribed,2023-12-12 10:22:52.661408
218,702,1,Signed up,2023-07-29 16:09:56.931820
219,702,1,Participated,2023-09-14 01:21:19.621355
220,702,1,Unsubscribed,2023-09-26 21:27:30.449914
221,406,1,Signed up,2023-09-17 16:37:34.851789
222,406,1,Unsubscribed,2023-12-19 22:12:02.503035
223,676,1,Signed up,2023-10-12 13:14:22.248097
224,676,1,Participated,2023-10-17 11:04:27.845795
225,676,1,Unsubscribed,2023-10-22 12:24:50.270027
226,939,1,Signed up,2023-08-21 11:01:47.130065
227,939,1,Unsubscribed,2023-09-30 15:38:11.570715
228,564,1,Signed up,2023-07-29 21:03:14.515051
229,564,1,Participated,2023-08-14 07:22:23.355077
230,590,1,Signed up,2023-11-07 22:06:16.198929
231,590,1,Unsubscribed,2023-12-10 05:10:37.184199
232,242,1,Signed up,2023-08-01 15:42:54.979568
233,242,1,Unsubscribed,2023-08-07 06:17:30.052100
234,173,1,Signed up,2023-09-04 01:39:48.455776
235,173,1,Participated,2024-01-03 01:27:13.311399
236,173,1,Participated,2024-01-08 09:11:17.272945
237,173,1,Unsubscribed,2024-01-08 14:35:21.801887
238,25,1,Signed up,2023-08-15 06:15:57.851728
239,25,1,Unsubscribed,2023-08-24 13:36:15.129410
240,713,1,Signed up,2023-10-19 13:12:37.438756
241,713,1,Unsubscribed,2023-11-29 12:17:09.544322
242,949,1,Signed up,2023-08-05 14:52:01.322967
243,949,1,Participated,2023-08-09 08:51:12.577752
244,949,1,Participated,2023-12-16 08:08:06.603800
245,949,1,Participated,2023-12-17 10:33:49.851771
246,949,1,Unsubscribed,2024-01-08 17:40:21.895416
247,553,1,Signed up,2023-07-24 20:31:49.684183
248,553,1,Unsubscribed,2023-09-29 00:59:32.485569
249,335,1,Signed up,2023-11-02 05:31:21.517580
250,759,1,Signed up,2023-07-22 19:04:39.837542
251,759,1,Participated,2023-07-30 00:58:34.830752
252,759,1,Unsubscribed,2023-09-16 21:57:09.852448
253,368,1,Signed up,2023-07-22 23:39:11.091624
254,368,1,Participated,2024-01-01 23:27:22.480159
255,368,1,Participated,2024-01-03 10:41:48.012966
256,368,1,Unsubscribed,2024-01-06 00:56:59.604288
257,181,1,Signed up,2023-07-21 00:35:37.349533
258,181,1,Unsubscribed,2023-07-31 12:31:22.348005
259,831,1,Signed up,2023-09-06 19:33:57.753419
260,831,1,Unsubscribed,2023-10-22 20:42:45.969524
261,504,1,Signed up,2023-12-28 10:34:23.955439
262,504,1,Participated,2024-01-03 20:23:40.102746
263,504,1,Unsubscribed,2024-01-04 05:35:36.289568
264,672,1,Signed up,2023-12-27 13:50:19.058961
265,672,1,Participated,2024-01-08 08:58:33.426976
266,672,1,Unsubscribed,2024-01-08 13:25:38.000499
267,626,1,Signed up,2023-09-23 20:10:41.374478
268,626,1,Participated,2023-11-29 05:46:11.509863
269,626,1,Participated,2024-01-03 04:50:15.886942
270,626,1,Unsubscribed,2024-01-05 19:53:04.622429
271,681,1,Signed up,2023-10-06 02:12:43.059015
272,681,1,Unsubscribed,2023-12-07 09:24:55.444919
273,578,1,Signed up,2023-09-12 20:26:27.166809
274,578,1,Unsubscribed,2023-10-12 18:16:56.954725
275,186,1,Signed up,2023-09-13 09:22:39.973090
276,186,1,Unsubscribed,2023-09-15 20:12:36.723917
277,236,1,Signed up,2023-11-09 14:25:01.042302
278,236,1,Participated,2023-12-18 06:32:41.086535
279,236,1,Unsubscribed,2023-12-28 10:40:56.846110
280,341,1,Signed up,2024-01-06 02:19:42.032018
281,341,1,Participated,2024-01-06 02:31:04.212120
282,341,1,Participated,2024-01-07 18:24:32.584311
283,341,1,Participated,2024-01-08 18:36:29.105457
284,341,1,Participated,2024-01-08 20:25:53.558558
285,341,1,Unsubscribed,2024-01-08 20:37:04.567953
286,445,1,Signed up,2023-08-17 12:39:34.900982
287,445,1,Participated,2023-09-29 01:00:26.752251
288,445,1,Unsubscribed,2023-10-06 11:54:57.659446
289,753,1,Signed up,2023-09-14 10:55:15.777575
290,753,1,Unsubscribed,2023-12-02 03:12:19.562475
291,64,1,Signed up,2023-11-19 09:47:26.619970
292,64,1,Unsubscribed,2023-12-31 13:28:44.788713
293,298,1,Signed up,2023-11-07 12:42:23.740191
294,298,1,Unsubscribed,2024-01-02 16:31:17.795373
295,279,1,Signed up,2023-09-01 00:15:54.463943
296,279,1,Participated,2023-11-29 00:57:26.021793
297,279,1,Unsubscribed,2023-12-31 01:56:40.622391
298,136,1,Signed up,2023-11-24 08:04:05.806553
299,136,1,Participated,2023-12-18 19:42:39.952222
300,136,1,Unsubscribed,2023-12-27 11:26:31.878728
301,911,1,Signed up,2023-08-15 20:46:57.917858
302,911,1,Participated,2023-10-24 00:30:18.479430
303,911,1,Unsubscribed,2023-12-06 01:23:26.564905
304,227,1,Signed up,2023-09-16 07:21:41.921555
305,227,1,Participated,2023-09-21 19:22:16.904494
306,227,1,Participated,2023-10-08 12:06:46.059325
307,227,1,Unsubscribed,2023-11-11 15:06:38.453082
308,873,1,Signed up,2023-12-24 07:59:27.240215
309,873,1,Participated,2024-01-03 02:20:58.023311
310,873,1,Unsubscribed,2024-01-08 21:04:41.960644
311,342,1,Signed up,2023-10-31 14:09:49.223780
312,342,1,Participated,2023-11-14 01:24:41.941874
313,342,1,Participated,2024-01-02 09:54:34.967869
314,342,1,Participated,2024-01-04 10:48:17.071904
315,342,1,Participated,2024-01-04 15:47:28.245457
316,342,1,Unsubscribed,2024-01-05 15:10:30.781753
317,444,1,Signed up,2023-11-17 19:35:29.548887
318,444,1,Unsubscribed,2023-12-05 21:06:17.682730
319,219,1,Signed up,2023-09-28 13:15:06.243039
320,219,1,Unsubscribed,2023-10-06 06:56:08.263610
321,971,1,Signed up,2023-12-04 03:38:06.905223
322,971,1,Unsubscribed,2024-01-08 11:21:36.682405
323,371,1,Signed up,2023-11-11 11:52:40.512227
324,371,1,Unsubscribed,2023-11-13 09:19:13.063401
325,855,1,Signed up,2023-11-27 01:36:43.849045
326,855,1,Participated,2023-12-10 16:29:41.679306
327,855,1,Participated,2023-12-28 23:01:10.506513
328,855,1,Participated,2024-01-03 19:18:23.814381
329,855,1,Participated,2024-01-07 13:40:11.158256
330,855,1,Participated,2024-01-07 14:51:40.116242
331,855,1,Unsubscribed,2024-01-07 14:54:15.220181
332,215,1,Signed up,2023-08-07 22:55:40.131691
333,215,1,Unsubscribed,2023-11-30 09:30:08.645979
334,592,1,Signed up,2023-10-01 09:46:48.241765
335,592,1,Unsubscribed,2024-01-03 16:14:57.314956
336,896,1,Signed up,2023-11-25 04:24:19.884488
337,896,1,Unsubscribed,2023-12-18 01:16:16.253898
338,487,1,Signed up,2023-09-02 03:58:27.680002
339,487,1,Participated,2023-09-19 09:13:41.995197
340,487,1,Participated,2023-10-29 09:09:07.803787
341,487,1,Participated,2023-12-29 21:46:25.197648
342,487,1,Participated,2023-12-31 02:02:05.318969
343,487,1,Unsubscribed,2024-01-03 21:22:22.685112
344,574,1,Signed up,2023-11-13 23:33:20.665367
345,574,1,Participated,2023-12-04 05:08:08.457633
346,627,1,Signed up,2023-09-30 08:11:05.490463
347,627,1,Participated,2023-11-17 07:50:06.262501
348,627,1,Participated,2024-01-08 20:43:32.295755
349,627,1,Participated,2024-01-08 21:06:19.686277
350,627,1,Unsubscribed,2024-01-08 21:26:11.309273
351,462,1,Signed up,2023-08-12 12:05:19.135516
352,462,1,Unsubscribed,2023-09-18 22:49:08.296221
353,275,1,Signed up,2023-12-20 14:04:04.565103
354,275,1,Unsubscribed,2024-01-03 12:38:17.924423
355,737,1,Signed up,2023-12-14 08:59:10.414287
356,737,1,Participated,2023-12-21 23:19:23.770462
357,737,1,Participated,2023-12-22 20:37:18.424889
358,737,1,Participated,2023-12-25 23:32:19.155496
359,737,1,Unsubscribed,2024-01-04 17:02:39.524083
360,763,1,Signed up,2023-12-06 17:56:41.775866
361,763,1,Participated,2023-12-19 10:25:44.265213
362,763,1,Unsubscribed,2024-01-05 00:50:23.744992
363,124,1,Signed up,2023-08-09 11:51:26.643687
364,124,1,Participated,2023-08-21 10:31:42.868175
365,124,1,Participated,2023-09-15 08:17:21.550068
366,124,1,Participated,2023-11-19 22:15:38.922852
367,124,1,Participated,2023-11-27 15:55:42.153846
368,124,1,Unsubscribed,2023-12-13 22:52:37.657678
369,542,1,Signed up,2023-08-19 14:01:09.456033
370,542,1,Participated,2023-12-04 01:49:15.299992
371,542,1,Participated,2024-01-07 09:22:54.879809
372,542,1,Participated,2024-01-08 11:05:55.532227
373,542,1,Participated,2024-01-08 20:44:23.531835
374,542,1,Unsubscribed,2024-01-08 21:12:48.228617
375,811,1,Signed up,2023-10-11 03:22:24.198099
376,811,1,Unsubscribed,2023-11-10 19:10:09.388951
377,503,1,Signed up,2023-08-31 09:39:14.344966
378,503,1,Participated,2023-09-25 17:02:58.352566
379,503,1,Unsubscribed,2024-01-08 07:36:31.319959
380,859,1,Signed up,2024-01-04 23:23:42.797482
381,859,1,Participated,2024-01-06 12:30:56.315203
382,859,1,Unsubscribed,2024-01-07 07:49:42.090770
383,593,1,Signed up,2024-01-06 18:27:48.399973
384,103,1,Signed up,2023-09-08 04:19:31.422924
385,103,1,Participated,2023-10-24 04:10:35.500216
386,103,1,Participated,2023-12-20 19:03:06.193136
387,103,1,Participated,2023-12-22 18:41:48.689847
388,103,1,Participated,2024-01-06 18:57:50.138074
389,103,1,Participated,2024-01-07 01:04:18.310329
390,103,1,Unsubscribed,2024-01-08 18:07:00.827039
391,47,1,Signed up,2023-11-14 16:14:14.841128
392,47,1,Unsubscribed,2023-12-19 13:37:20.797508
393,936,1,Signed up,2023-07-13 15:57:25.653439
394,936,1,Unsubscribed,2023-11-02 01:11:29.915459
395,256,1,Signed up,2023-12-17 07:21:27.512612
396,256,1,Participated,2023-12-20 00:10:01.300673
397,256,1,Participated,2023-12-27 13:07:17.450336
398,256,1,Unsubscribed,2024-01-07 08:04:13.912445
399,682,1,Signed up,2023-08-05 00:25:11.754001
400,682,1,Unsubscribed,2023-10-07 07:30:03.738492
401,41,1,Signed up,2023-08-12 07:40:02.975432
402,41,1,Participated,2023-12-11 05:05:44.022424
403,41,1,Participated,2023-12-14 08:23:08.542130
404,41,1,Participated,2024-01-08 01:46:05.052015
405,41,1,Unsubscribed,2024-01-08 11:56:22.963216
406,894,1,Signed up,2023-08-29 23:00:30.525283
407,894,1,Participated,2023-11-24 19:13:25.664388
408,894,1,Participated,2023-12-27 06:07:28.980027
409,894,1,Participated,2024-01-06 13:54:55.473635
410,894,1,Participated,2024-01-07 20:23:18.215871
411,894,1,Unsubscribed,2024-01-08 17:12:57.468645
412,471,1,Signed up,2023-08-05 02:55:01.420710
413,471,1,Participated,2023-12-24 10:34:00.539150
414,471,1,Participated,2023-12-24 14:01:52.355503
415,471,1,Unsubscribed,2024-01-07 20:14:43.550969
416,621,1,Signed up,2023-11-10 07:56:58.912224
417,621,1,Participated,2023-12-14 14:27:26.563250
418,621,1,Participated,2023-12-30 03:32:41.873882
419,621,1,Unsubscribed,2024-01-03 16:58:45.635591
420,51,1,Signed up,2023-09-15 17:49:36.968369
421,51,1,Participated,2023-12-22 03:36:01.679405
422,51,1,Unsubscribed,2023-12-23 16:27:54.418197
423,239,1,Signed up,2023-10-11 00:31:12.452371
424,239,1,Participated,2023-11-30 16:27:57.583214
425,239,1,Participated,2023-12-30 04:36:06.498946
426,239,1,Participated,2023-12-31 04:52:07.283230
427,239,1,Participated,2024-01-02 07:11:40.014334
428,239,1,Unsubscribed,2024-01-08 04:13:30.778032
429,138,1,Signed up,2023-12-28 05:31:53.096030
430,138,1,Unsubscribed,2024-01-05 02:15:14.971735
431,90,1,Signed up,2023-11-02 02:53:07.108519
432,90,1,Participated,2023-11-20 15:23:45.560772
433,90,1,Unsubscribed,2023-12-31 05:26:50.806194
434,524,1,Signed up,2023-07-19 06:36:43.627538
435,524,1,Participated,2023-10-13 20:36:32.535444
436,524,1,Unsubscribed,2023-10-31 11:33:45.487764
437,230,1,Signed up,2023-09-16 05:04:29.456873
438,230,1,Participated,2023-09-29 15:07:46.086487
439,230,1,Unsubscribed,2023-11-19 18:54:23.034088
440,307,1,Signed up,2023-11-05 16:51:26.754963
441,307,1,Participated,2023-11-10 13:36:30.260344
442,307,1,Participated,2024-01-05 17:12:47.909108
443,307,1,Participated,2024-01-06 04:18:29.898798
444,307,1,Unsubscribed,2024-01-08 18:05:10.092286
445,93,1,Signed up,2023-07-28 15:18:37.271147
446,93,1,Unsubscribed,2023-10-31 23:22:17.037236
447,675,1,Signed up,2023-11-09 15:53:39.127038
448,675,1,Participated,2024-01-03 17:37:06.920507
449,675,1,Unsubscribed,2024-01-05 16:05:57.109388
450,757,1,Signed up,2023-10-09 00:17:27.954183
451,757,1,Unsubscribed,2023-11-25 08:06:19.166170
452,635,1,Signed up,2023-09-19 16:23:01.376591
453,635,1,Participated,2023-11-19 11:37:39.431088
454,635,1,Participated,2023-12-16 11:13:56.281302
455,635,1,Participated,2023-12-21 14:28:12.999761
456,635,1,Participated,2024-01-04 00:47:38.607960
457,635,1,Unsubscribed,2024-01-05 16:43:34.260520
458,467,1,Signed up,2023-10-29 21:22:00.597978
459,467,1,Unsubscribed,2023-12-17 14:32:58.129944
460,853,1,Signed up,2024-01-05 10:32:00.829647
461,853,1,Participated,2024-01-08 20:29:52.976336
462,853,1,Unsubscribed,2024-01-08 21:55:48.548791
463,407,1,Signed up,2023-07-23 20:21:01.079538
464,407,1,Participated,2023-10-04 16:12:32.000856
465,407,1,Unsubscribed,2023-10-14 07:17:27.527474
466,426,1,Signed up,2023-08-28 09:49:37.871761
467,426,1,Unsubscribed,2023-12-20 18:08:33.787120
468,913,1,Signed up,2023-07-30 14:24:05.478153
469,913,1,Unsubscribed,2023-07-31 13:14:04.506772
470,867,1,Signed up,2023-09-04 10:18:59.405249
471,867,1,Participated,2023-11-13 22:20:31.713960
472,867,1,Participated,2023-12-14 23:02:06.645556
473,867,1,Unsubscribed,2023-12-30 07:57:32.852398
474,500,1,Signed up,2023-09-10 05:44:47.790272
475,500,1,Participated,2023-10-26 14:20:43.433371
476,500,1,Participated,2023-12-11 20:17:29.740421
477,500,1,Unsubscribed,2023-12-25 07:22:19.103427
478,750,1,Signed up,2023-11-11 02:44:38.855272
479,750,1,Unsubscribed,2023-12-08 17:26:55.712321
480,595,1,Signed up,2023-07-25 16:48:57.709461
481,595,1,Participated,2023-12-09 04:08:07.508367
482,595,1,Participated,2024-01-08 08:15:29.539483
483,595,1,Unsubscribed,2024-01-08 21:07:47.594690
484,837,1,Signed up,2023-10-19 17:25:51.614741
485,837,1,Unsubscribed,2023-12-29 09:29:10.863368
486,774,1,Signed up,2023-10-22 12:33:22.387278
487,774,1,Unsubscribed,2023-12-31 13:02:28.546486
488,770,1,Signed up,2023-11-08 09:32:15.910800
489,770,1,Unsubscribed,2023-12-31 07:48:18.061931
490,355,1,Signed up,2023-07-14 03:15:26.298656
491,355,1,Participated,2023-07-26 05:34:57.593908
492,355,1,Unsubscribed,2023-09-26 04:53:33.203234
493,708,1,Signed up,2023-12-11 11:58:06.213091
494,708,1,Participated,2023-12-16 19:02:20.792159
495,708,1,Unsubscribed,2024-01-08 15:54:18.059813
496,139,1,Signed up,2023-10-07 19:10:02.510290
497,139,1,Unsubscribed,2023-11-02 03:07:30.927736
498,726,1,Signed up,2024-01-01 01:07:58.923308
499,726,1,Unsubscribed,2024-01-06 04:20:22.834101
500,493,1,Signed up,2023-09-26 01:49:25.468349
501,493,1,Participated,2023-12-21 16:16:53.378071
502,493,1,Unsubscribed,2023-12-24 08:59:42.162327
503,67,1,Signed up,2023-08-26 23:26:59.303616
504,67,1,Unsubscribed,2023-10-15 08:10:22.822083
505,926,1,Signed up,2023-08-10 06:52:16.129175
